customer_id,gender,age,region_circle,connection_type,plan_type,contract_type,base_plan_category,tenure_months,monthly_charges,total_charges,avg_data_gb_month,avg_voice_mins_month,sms_count_month,overage_charges,is_family_plan,is_multi_service,network_issues_3m,dropped_call_rate,avg_data_speed_mbps,num_complaints_3m,num_complaints_12m,call_center_interactions_3m,last_complaint_resolution_days,app_logins_30d,selfcare_transactions_30d,auto_pay_enrolled,late_payment_flag_3m,avg_payment_delay_days,arpu,segment_value,nps_score,service_rating_last_6m,received_competitor_offer_flag,retention_offer_accepted_flag,is_churn
120802,Female,37,East,4G,Prepaid,No Contract,Prepaid Regular,75,413.93,31560.99,38.32,667.0,0.0,26.67,0,0,0,0.016739383214782456,29.806731915259398,0,0,0,0.0,6,2,0,0,0.4,414.29,Medium,37.0,4.6,1,0,0
120803,Female,42,South,5G,Prepaid,No Contract,Prepaid Unlimited,89,563.32,46596.31,26.61,665.0,4.0,38.83,0,0,2,0.04228250986472108,30.233737408853052,0,0,4,0.0,5,3,0,1,5.6,563.76,Medium,56.0,3.9,0,0,1
120804,Male,62,Metro,4G,Prepaid,No Contract,Prepaid Unlimited,35,531.77,15783.36,29.43,441.0,89.0,35.56,0,0,1,0.026050991558329163,21.049626436914913,0,0,0,0.0,6,2,0,1,3.6,532.79,Medium,-7.0,3.6,1,0,1
120805,Other,62,North,4G,Prepaid,No Contract,Prepaid Mini,67,215.78,12546.79,27.0,306.0,77.0,23.57,0,1,1,0.017473165931415492,17.942857464945842,0,1,1,0.0,5,3,1,0,0.0,216.13,Low,37.0,3.7,0,0,1
120806,Female,34,South,4G,Postpaid,Month-to-Month,Postpaid Gold,58,717.89,44495.93,16.93,559.0,24.0,69.71,0,0,3,0.027491249345575165,17.69175609857738,0,0,2,0.0,7,2,1,0,0.0,719.09,Medium,61.0,3.0,0,0,0
120807,Other,38,West,4G,Prepaid,No Contract,Prepaid Mini,47,204.98,8424.62,34.56,678.0,20.0,0.0,1,1,3,0.0013510336453440505,23.52855943015885,0,0,1,0.0,8,0,0,1,8.5,204.98,Low,52.0,3.9,0,0,1
120808,Male,54,South,5G,Prepaid,No Contract,Prepaid Regular,22,413.14,7742.11,33.14,76.0,72.0,129.59,0,1,0,0.028119136827582367,12.564087303657818,0,0,1,0.0,9,1,0,1,4.2,419.03,Medium,62.0,4.1,0,0,1
120809,Male,70,South,4G,Prepaid,No Contract,Prepaid Regular,7,281.63,1738.49,31.2,420.0,0.0,57.16,1,1,2,0.05252933221750487,10.526940229109744,0,1,1,0.0,7,3,0,1,4.1,289.8,Low,35.0,3.7,0,0,1
120810,Female,49,Metro,5G,Prepaid,No Contract,Prepaid Regular,113,354.8,40956.82,30.31,373.0,84.0,15.09,0,0,2,0.030191179796484596,14.612041678642342,0,0,0,0.0,8,1,1,1,4.6,354.93,Low,23.0,3.4,1,0,1
120811,Female,22,South,5G,Prepaid,No Contract,Prepaid Mini,78,163.77,10952.72,14.23,913.0,53.0,0.0,0,0,4,0.019997714046064978,12.1642536626182,1,1,1,4.5,2,1,0,0,1.4,163.77,Low,35.0,3.0,0,0,0
120812,Male,51,Metro,Fiber Home Broadband,Prepaid,No Contract,Prepaid Mini,101,231.97,21690.94,25.83,684.0,29.0,69.3,1,1,2,0.015657211463684154,16.274190333417224,0,0,3,0.0,10,1,0,1,3.8,232.66,Low,12.0,4.2,0,0,1
120813,Male,59,North,4G,Prepaid,No Contract,Prepaid Regular,35,351.83,10184.63,25.06,561.0,72.0,0.0,0,1,1,0.0031103692813501324,23.689162561288803,0,1,1,0.0,5,1,0,0,0.0,351.83,Low,38.0,3.3,0,0,0
120814,Female,71,West,5G,Prepaid,No Contract,Prepaid Mini,26,214.63,5741.2,27.48,836.0,48.0,0.0,0,0,3,0.025968901151721242,13.284570776046376,1,3,1,1.4,11,2,1,1,3.6,214.63,Low,3.0,4.8,0,0,1
120815,Other,70,West,5G,Prepaid,No Contract,Prepaid Regular,69,335.25,19884.28,22.5,381.0,28.0,103.55,0,0,2,0.02354251631874199,22.563879789578422,0,1,1,0.0,11,2,0,0,0.2,336.75,Low,-30.0,4.4,0,0,0
120816,Female,57,West,4G,Postpaid,Month-to-Month,Postpaid Platinum,83,1349.92,97596.91,16.09,30.0,49.0,31.95,0,0,0,0.014711674818897572,11.545563873400134,0,0,0,0.0,4,2,0,0,0.7,1350.3,High,28.0,2.2,0,0,1
120817,Female,49,East,5G,Prepaid,No Contract,Prepaid Regular,86,298.28,21495.39,7.6,686.0,91.0,110.12,0,0,1,0.02587680933974354,15.416223726761569,0,1,0,0.0,10,3,0,0,1.1,299.56,Low,-5.0,3.6,0,0,1
120818,Female,27,Metro,5G,Postpaid,1 Year,Postpaid Platinum,66,1304.85,71747.47,29.51,843.0,5.0,60.05,0,1,2,0.025780342470909143,14.214811761908408,0,0,1,0.0,11,4,0,1,5.4,1305.76,High,9.0,3.2,0,0,0
120819,Female,68,North,Fiber Home Broadband,Prepaid,No Contract,Prepaid Mini,56,247.15,12558.39,8.67,316.0,4.0,55.9,1,0,0,0.041387428212834226,24.27673570466954,0,0,1,0.0,8,2,0,0,0.0,248.15,Low,23.0,1.9,0,1,1
120820,Female,45,East,Fiber Home Broadband,Prepaid,No Contract,Prepaid Unlimited,68,676.88,37552.51,14.52,93.0,68.0,6.06,0,0,2,0.014166519384127723,14.417969223504585,0,0,1,0.0,7,0,0,0,0.7,676.97,Medium,31.0,4.4,0,0,1
120821,Male,57,East,Fiber Home Broadband,Prepaid,No Contract,Prepaid Regular,31,404.36,11092.54,31.52,1038.0,97.0,29.89,0,0,1,0.007734367864865964,14.882902849496165,0,0,2,0.0,10,1,0,0,0.5,405.32,Medium,34.0,3.8,0,0,0
120822,Female,59,South,5G,Postpaid,Month-to-Month,Postpaid Silver,20,471.11,8726.17,28.0,521.0,43.0,73.86,0,0,5,0.025624034416040806,23.119990865172348,1,2,1,4.7,13,1,0,0,1.4,474.8,Medium,39.0,4.9,0,0,0
120823,Female,18,West,4G,Postpaid,1 Year,Postpaid Platinum,26,1243.95,26250.94,28.47,934.0,101.0,100.33,1,0,3,0.037209272404479805,23.944711141701944,2,3,7,5.6,12,1,1,0,1.3,1247.81,High,46.0,4.1,0,0,1
120824,Female,39,South,4G,Prepaid,No Contract,Prepaid Regular,40,431.93,17734.55,33.26,541.0,31.0,77.82,0,1,0,0.026042116619267006,23.097975007913234,0,0,1,0.0,5,1,1,1,6.9,433.88,Medium,8.0,3.6,1,0,1
120825,Male,56,South,Fiber Home Broadband,Prepaid,No Contract,Prepaid Mini,84,238.07,18079.87,41.98,656.0,10.0,59.57,0,1,0,0.024380537770062456,11.518527563734644,1,1,3,4.5,5,0,0,1,2.2,238.78,Low,51.0,5.0,1,0,1
120826,Female,44,South,4G,Prepaid,No Contract,Prepaid Regular,104,390.01,43189.54,31.44,570.0,81.0,0.0,0,1,1,0.03253677762006938,22.951645130914116,1,1,1,2.9,2,1,1,0,1.1,390.01,Low,8.0,3.9,0,0,0
120827,Female,55,East,Fiber Home Broadband,Postpaid,Month-to-Month,Postpaid Gold,107,834.86,72150.77,17.85,223.0,22.0,97.98,0,0,1,0.03348432067118069,16.966805876408596,0,0,0,0.0,11,2,0,0,0.1,835.78,High,21.0,5.0,0,0,0
120828,Male,50,North,5G,Prepaid,No Contract,Prepaid Regular,47,290.03,14291.07,31.91,204.0,24.0,125.45,0,0,2,0.036121998103089054,9.251183855825156,0,0,0,0.0,9,1,1,1,4.7,292.7,Low,-34.0,4.4,0,0,1
120829,Female,18,East,4G,Postpaid,Month-to-Month,Postpaid Silver,117,394.08,42225.54,24.11,110.0,70.0,100.68,1,1,1,0.03693146650979967,12.834790213512564,0,0,1,0.0,8,4,1,1,1.0,394.94,Low,-37.0,3.6,0,0,1
120830,Male,35,Metro,4G,Prepaid,No Contract,Prepaid Regular,118,388.16,38278.28,14.27,1210.0,29.0,14.9,0,1,2,0.034217649642037926,17.121200405431207,1,1,1,0.0,12,4,1,0,0.1,388.29,Low,-13.0,3.5,1,0,1
120831,Male,41,South,4G,Prepaid,No Contract,Prepaid Unlimited,96,573.41,52971.4,43.41,627.0,80.0,5.7,0,0,0,0.04001237446630669,17.412983892422673,0,0,1,0.0,6,2,0,1,6.2,573.47,Medium,19.0,3.9,0,1,0
120832,Male,39,Metro,Fiber Home Broadband,Prepaid,No Contract,Prepaid Mini,9,225.88,2051.08,32.09,667.0,27.0,80.37,0,0,2,0.014577476761255755,10.001924873851099,3,3,4,4.1,9,1,0,0,0.0,234.81,Low,28.0,4.3,1,1,1
120833,Female,20,East,4G,Prepaid,No Contract,Prepaid Mini,72,190.94,11470.16,12.34,279.0,70.0,44.84,1,0,1,0.028529364233911024,12.552876203696304,0,0,1,0.0,10,1,0,0,0.0,191.56,Low,35.0,3.9,0,0,0
120834,Male,19,East,Fiber Home Broadband,Prepaid,No Contract,Prepaid Unlimited,34,582.59,16313.22,30.79,215.0,91.0,96.92,0,1,3,0.025296300825913144,10.122123161375432,0,0,1,0.0,8,2,1,1,7.5,585.44,Medium,-25.0,3.9,0,0,1
120835,Female,34,Metro,4G,Prepaid,No Contract,Prepaid Regular,103,307.29,33875.24,30.36,328.0,51.0,20.6,0,0,2,0.004468599115353201,17.21918114271269,0,0,4,0.0,11,5,0,0,0.0,307.49,Low,35.0,2.9,0,1,1
120836,Female,66,East,4G,Prepaid,No Contract,Prepaid Regular,27,291.92,8683.68,21.96,643.0,28.0,80.24,1,0,0,0.02113844894264584,18.526197163829757,0,0,1,0.0,6,1,0,0,1.8,294.89,Low,28.0,4.1,0,0,1
120837,Female,74,North,Fiber Home Broadband,Prepaid,No Contract,Prepaid Regular,47,446.83,22947.24,17.5,290.0,9.0,7.46,0,1,1,0.0582766517095864,16.83626733254209,0,0,2,0.0,5,2,1,0,0.2,446.99,Medium,45.0,4.8,0,0,0
120838,Female,65,North,4G,Prepaid,No Contract,Prepaid Regular,30,338.82,8355.76,28.52,634.0,85.0,93.72,1,0,2,0.025944276728817217,19.88601462539753,0,0,1,0.0,9,2,1,0,0.3,341.94,Low,-10.0,4.5,0,0,1
120839,Female,71,Metro,5G,Prepaid,No Contract,Prepaid Unlimited,105,611.18,51645.86,5.24,614.0,21.0,20.69,0,0,0,0.02280440299425189,10.21737208331452,0,1,1,0.0,11,3,1,0,0.7,611.38,Medium,25.0,3.4,0,0,0
120840,Male,70,West,5G,Postpaid,Month-to-Month,Postpaid Platinum,69,1376.54,82209.71,41.73,434.0,0.0,173.46,1,1,2,0.02536753604078903,20.56150597475102,0,1,1,0.0,7,1,0,0,0.0,1379.05,High,30.0,4.3,1,0,0
120841,Male,57,South,Fiber Home Broadband,Postpaid,1 Year,Postpaid Platinum,52,1365.45,63731.14,0.5,755.0,90.0,119.12,0,0,5,0.029914720147532558,24.287343848290817,2,2,3,5.1,7,1,1,0,0.0,1367.74,High,19.0,3.4,1,0,1
120842,Male,24,South,Fiber Home Broadband,Prepaid,No Contract,Prepaid Regular,97,331.4,33024.81,30.8,772.0,18.0,146.32,1,0,0,0.0017980154876531852,19.15257518144616,0,1,1,0.0,9,1,1,0,2.1,332.91,Low,57.0,4.8,1,0,0
120843,Female,38,South,4G,Prepaid,No Contract,Prepaid Regular,71,342.07,21810.12,18.18,509.0,122.0,26.29,0,0,1,0.0,13.891342986534337,0,0,1,0.0,7,2,0,0,0.3,342.44,Low,27.0,4.1,0,0,0
120844,Male,59,North,4G,Postpaid,Month-to-Month,Postpaid Gold,73,764.53,58012.29,16.82,709.0,19.0,56.6,1,0,1,0.00014033447495815157,8.266269786614856,0,0,0,0.0,5,1,0,0,0.0,765.31,Medium,56.0,4.4,0,0,0
120845,Female,40,East,Fiber Home Broadband,Postpaid,1 Year,Postpaid Silver,21,488.04,10271.26,21.89,688.0,59.0,0.0,1,0,1,0.040811456928771334,23.152336226638706,2,2,3,4.4,10,2,0,0,0.8,488.04,Medium,32.0,2.9,0,0,1
120846,Female,33,West,5G,Postpaid,1 Year,Postpaid Silver,45,510.12,18809.7,24.05,212.0,49.0,68.84,0,1,2,0.013632931998081747,12.428982157896954,0,0,1,0.0,9,4,0,0,1.0,511.65,Medium,-17.0,2.8,0,0,1
120847,Female,20,West,Fiber Home Broadband,Prepaid,No Contract,Prepaid Regular,60,359.24,20672.59,37.86,766.0,51.0,85.39,0,0,3,0.02874714378073652,11.46620004274726,0,0,1,0.0,9,1,1,0,1.3,360.66,Low,6.0,5.0,0,1,0
120848,Male,37,East,Fiber Home Broadband,Prepaid,No Contract,Prepaid Unlimited,50,658.73,29908.43,20.72,760.0,87.0,24.87,0,0,1,0.022015628791681927,14.628150795411328,0,0,1,0.0,7,2,0,0,0.4,659.23,Medium,11.0,4.4,0,0,0
120849,Male,37,West,Fiber Home Broadband,Prepaid,No Contract,Prepaid Regular,41,323.83,12059.47,46.2,337.0,9.0,42.9,0,1,2,0.017604248347008276,27.81885014152266,0,0,0,0.0,3,2,0,0,0.0,324.88,Low,31.0,4.9,1,0,1
120850,Male,64,Metro,4G,Postpaid,Month-to-Month,Postpaid Gold,118,742.92,71984.92,28.58,655.0,76.0,14.26,0,0,3,0.03374061676836325,15.514531276156774,0,0,2,0.0,10,5,1,0,0.5,743.04,Medium,-5.0,3.1,0,0,1
120851,Female,62,Metro,4G,Prepaid,No Contract,Prepaid Unlimited,44,558.36,24845.36,27.9,514.0,28.0,61.79,0,1,2,0.018061952681013023,20.238418784995115,0,2,0,0.0,7,2,0,1,6.0,559.76,Medium,1.0,5.0,0,0,0
120852,Female,24,Metro,4G,Prepaid,No Contract,Prepaid Unlimited,72,664.24,48422.85,23.2,193.0,77.0,108.45,1,0,0,0.0,15.351567838147247,0,2,0,0.0,3,5,0,0,0.2,665.75,Medium,2.0,4.4,1,0,1
120853,Female,47,South,5G,Prepaid,No Contract,Prepaid Regular,72,352.15,21031.76,13.21,513.0,53.0,22.83,0,0,2,0.008685340964463967,4.964997084739027,1,3,1,0.0,8,1,1,1,5.3,352.47,Low,37.0,2.7,0,0,1
120854,Female,69,South,4G,Prepaid,No Contract,Prepaid Mini,26,248.12,5756.79,19.08,452.0,107.0,42.41,0,0,1,0.012211989003465065,22.038666587810205,0,2,2,0.0,10,1,1,1,1.2,249.75,Low,29.0,3.1,0,1,0
120855,Female,45,North,5G,Prepaid,No Contract,Prepaid Unlimited,105,613.74,58227.78,33.89,630.0,28.0,27.36,0,0,1,0.023478475249787297,21.94949662986736,0,1,0,0.0,10,1,0,1,2.6,614.0,Medium,59.0,4.7,0,0,0
120856,Male,72,South,5G,Prepaid,No Contract,Prepaid Regular,19,390.6,6677.13,24.43,300.0,86.0,17.37,1,0,1,0.03290406425572117,25.82933201502415,0,0,1,0.0,8,2,0,0,0.9,391.51,Low,-21.0,4.9,1,0,0
120857,Male,23,East,4G,Prepaid,No Contract,Prepaid Regular,99,393.38,39735.44,22.98,755.0,32.0,78.48,1,1,0,0.0432190205124333,23.922632014980998,0,0,1,0.0,8,1,0,1,4.1,394.17,Low,20.0,4.3,0,0,0
120858,Male,36,South,4G,Postpaid,Month-to-Month,Postpaid Silver,71,492.67,37419.11,31.44,670.0,37.0,23.42,0,0,3,0.02383954712370199,24.531324934375082,0,1,0,0.0,6,0,1,0,1.3,493.0,Medium,-9.0,4.8,0,0,0
120859,Male,70,East,5G,Prepaid,No Contract,Prepaid Regular,42,355.85,16045.48,20.34,651.0,39.0,0.0,0,0,0,0.006173735885907524,19.795884667075747,0,0,0,0.0,10,0,0,0,0.8,355.85,Low,4.0,5.0,1,1,0
120860,Male,58,South,5G,Prepaid,No Contract,Prepaid Regular,33,323.29,10115.12,3.43,1077.0,96.0,30.75,0,0,3,0.010364187877625686,17.2847751989377,2,2,3,4.8,7,0,0,0,0.0,324.22,Low,-16.0,5.0,0,0,1
120861,Female,34,Metro,Fiber Home Broadband,Prepaid,No Contract,Prepaid Mini,88,179.75,16142.91,17.14,576.0,95.0,31.57,1,0,1,0.01500671913126888,16.35122033506448,0,0,0,0.0,7,1,0,0,1.0,180.11,Low,-37.0,4.2,1,0,1
120862,Male,68,North,5G,Prepaid,No Contract,Prepaid Regular,54,343.66,18984.26,25.31,416.0,60.0,41.51,1,1,2,0.022749565254087244,6.566837716134554,0,0,0,0.0,11,0,1,1,2.5,344.43,Low,31.0,3.5,0,1,0
120863,Male,39,East,4G,Prepaid,No Contract,Prepaid Regular,66,367.97,25014.28,25.47,282.0,18.0,52.1,1,0,0,0.039337504837143177,13.662605677481311,1,2,1,1.8,11,2,0,0,0.0,368.76,Low,-4.0,5.0,1,0,0
120864,Male,63,Metro,Fiber Home Broadband,Prepaid,No Contract,Prepaid Mini,43,187.8,7892.24,12.62,816.0,97.0,74.57,1,0,0,0.030176643628743203,17.589753330474828,0,0,0,0.0,16,2,1,0,0.5,189.53,Low,-11.0,2.8,0,0,1
120865,Male,36,Metro,5G,Prepaid,No Contract,Prepaid Regular,42,347.18,12848.08,34.74,412.0,70.0,119.41,0,1,0,0.0029097746896078434,8.610434424179791,1,1,2,4.2,13,0,1,0,0.0,350.02,Low,2.0,4.3,0,0,1
120866,Male,37,South,4G,Postpaid,Month-to-Month,Postpaid Gold,32,727.33,23881.64,29.82,502.0,29.0,104.63,1,0,0,0.0,23.8047138237684,0,0,0,0.0,7,1,0,0,0.2,730.6,Medium,-8.0,4.1,0,0,0
120867,Male,36,South,4G,Postpaid,Month-to-Month,Postpaid Gold,109,865.22,86573.83,32.4,482.0,45.0,75.43,0,0,1,0.008738182169026172,15.433353109967577,0,0,2,0.0,9,3,1,0,0.4,865.91,High,11.0,3.2,0,0,0
120868,Male,38,Metro,4G,Prepaid,No Contract,Prepaid Mini,106,171.62,14997.8,18.02,427.0,22.0,69.1,0,1,1,0.047723425825512714,19.004596636689705,1,1,2,0.0,12,1,0,0,1.2,172.27,Low,-11.0,3.5,0,0,1
120869,Other,52,Metro,Fiber Home Broadband,Prepaid,No Contract,Prepaid Regular,20,399.79,6628.0,38.74,647.0,16.0,0.0,0,1,1,0.02103942613034074,16.658921992034053,1,1,1,3.4,11,3,1,0,0.0,399.79,Low,-17.0,2.6,0,0,1
120870,Male,64,East,Fiber Home Broadband,Postpaid,2 Year,Postpaid Gold,17,746.4,12890.64,31.05,689.0,71.0,43.92,0,0,1,0.00259271015949665,15.481857312203946,2,2,3,1.9,6,2,0,0,1.5,748.98,Medium,-4.0,3.6,0,0,0
120871,Male,53,North,5G,Prepaid,No Contract,Prepaid Mini,96,215.57,16732.83,20.23,488.0,11.0,49.86,0,0,2,0.037835813618188066,15.044052480720683,0,0,1,0.0,5,2,0,0,0.6,216.09,Low,-17.0,3.4,0,0,1
120872,Female,19,West,5G,Prepaid,No Contract,Prepaid Regular,43,343.28,13307.87,29.39,1094.0,36.0,72.57,0,0,1,0.02497207828984612,16.182176258522848,0,1,1,0.0,9,0,0,0,0.0,344.97,Low,-10.0,4.9,0,0,0
120873,Male,52,East,4G,Postpaid,1 Year,Postpaid Silver,26,480.3,11287.75,33.26,734.0,46.0,100.43,0,1,2,0.002754939341502359,6.695389885831451,0,0,1,0.0,6,6,1,0,0.7,484.16,Medium,42.0,3.9,1,0,1
120874,Female,42,South,5G,Prepaid,No Contract,Prepaid Regular,26,340.31,7766.39,41.72,556.0,104.0,46.67,0,1,1,0.0,6.0013746003690684,0,0,1,0.0,5,2,0,0,0.0,342.1,Low,-33.0,4.3,0,0,1
120875,Male,21,South,4G,Prepaid,No Contract,Prepaid Unlimited,107,635.82,61215.43,25.06,549.0,52.0,57.99,0,0,0,0.014511434528302197,20.097539366785014,0,1,2,0.0,12,3,0,0,0.1,636.36,Medium,61.0,4.5,0,0,1
120876,Female,36,West,4G,Prepaid,No Contract,Prepaid Mini,32,170.96,5457.14,33.77,494.0,50.0,109.61,0,0,0,0.015245088190515569,15.836840749435073,0,0,0,0.0,10,1,1,1,6.2,174.39,Low,52.0,3.3,0,0,1
120877,Female,73,Metro,Fiber Home Broadband,Prepaid,No Contract,Prepaid Mini,86,186.03,17154.34,34.68,384.0,70.0,43.64,0,0,1,0.04095674300401473,18.48048487081262,0,0,1,0.0,7,4,0,0,0.8,186.54,Low,66.0,3.6,0,0,1
120878,Female,37,Metro,4G,Prepaid,No Contract,Prepaid Unlimited,55,731.89,36304.67,25.33,895.0,36.0,24.63,0,0,2,0.012897381978366661,19.525792054121744,0,1,1,0.0,7,3,1,1,4.6,732.34,Medium,-13.0,3.9,1,0,1
120879,Male,58,North,4G,Prepaid,No Contract,Prepaid Mini,56,260.24,12521.54,31.93,853.0,14.0,16.24,0,0,0,0.02060782947998321,15.345193835650711,1,2,1,0.0,11,1,0,0,1.7,260.53,Low,-10.0,3.1,0,0,0
120880,Male,29,South,5G,Prepaid,No Contract,Prepaid Regular,41,371.34,12878.54,36.46,810.0,33.0,10.34,0,1,2,0.0421366032280322,11.585236904584473,0,1,1,0.0,10,1,0,0,1.0,371.59,Low,50.0,3.3,0,0,1
120881,Male,68,South,Fiber Home Broadband,Prepaid,No Contract,Prepaid Regular,10,344.06,3562.63,12.03,476.0,52.0,61.3,0,1,0,0.02937482137410869,15.027027549201843,0,0,1,0.0,8,4,1,0,0.7,350.19,Low,-21.0,3.0,0,0,1
120882,Female,64,North,4G,Postpaid,1 Year,Postpaid Gold,11,874.6,9634.76,33.02,520.0,31.0,23.38,0,0,1,0.023422488747276482,17.629165762167453,1,2,1,4.9,12,0,0,0,0.0,876.73,High,10.0,3.2,0,0,0
120883,Male,27,South,Fiber Home Broadband,Postpaid,Month-to-Month,Postpaid Gold,22,746.63,17152.96,31.75,218.0,56.0,57.35,1,1,1,0.0,19.743302437361194,0,0,1,0.0,8,2,1,0,1.0,749.24,Medium,31.0,4.3,1,0,0
120884,Female,57,South,Fiber Home Broadband,Prepaid,No Contract,Prepaid Regular,35,416.25,13501.93,21.36,280.0,135.0,26.81,1,1,1,0.029120422346019366,19.64514196221119,0,1,1,0.0,4,0,0,0,0.9,417.02,Medium,41.0,3.4,0,0,0
120885,Male,71,Metro,4G,Prepaid,No Contract,Prepaid Mini,20,257.25,4776.64,46.47,1108.0,17.0,4.79,0,0,4,0.015168851199091754,19.631746269852368,0,3,0,0.0,8,0,0,0,0.0,257.49,Low,7.0,3.1,0,0,1
120886,Female,69,East,4G,Prepaid,No Contract,Prepaid Regular,34,389.88,11866.23,18.28,643.0,36.0,68.96,0,0,3,0.02147937567950729,24.09660144818562,1,1,1,3.1,6,1,0,1,4.4,391.91,Low,2.0,3.6,0,0,0
120887,Male,59,West,4G,Prepaid,No Contract,Prepaid Mini,91,198.88,16918.38,36.21,666.0,18.0,128.56,0,0,1,0.02968317129761621,7.175105155763591,0,1,1,0.0,10,3,0,1,4.2,200.29,Low,0.0,4.5,0,1,0
120888,Male,59,East,4G,Prepaid,No Contract,Prepaid Regular,2,312.36,768.17,41.67,540.0,91.0,94.47,0,0,1,0.012594593156303464,20.49965699331193,1,1,2,5.5,7,2,0,0,0.4,359.6,Low,35.0,3.8,0,0,1
120889,Female,46,South,4G,Postpaid,Month-to-Month,Postpaid Gold,75,706.07,58092.77,24.18,666.0,43.0,110.39,0,0,2,0.035329358101597694,22.963466128706273,0,0,0,0.0,9,2,1,0,1.3,707.54,Medium,16.0,3.3,0,0,0
120890,Female,26,Metro,4G,Prepaid,No Contract,Prepaid Regular,63,381.67,21787.5,40.58,357.0,42.0,34.28,0,1,1,0.03133169628123937,28.08345725988582,1,2,1,0.5,12,6,0,1,1.0,382.21,Low,-32.0,4.0,0,0,1
120891,Male,19,North,5G,Postpaid,2 Year,Postpaid Platinum,26,1243.03,35016.07,19.24,744.0,50.0,35.47,0,0,1,0.031955932449730766,11.745628919999977,0,0,2,0.0,7,2,1,0,0.0,1244.39,High,50.0,3.6,0,0,0
120892,Male,34,South,4G,Postpaid,Month-to-Month,Postpaid Silver,35,549.82,21237.74,3.46,572.0,39.0,70.99,0,0,1,0.025873728560587166,26.34192377323288,1,1,4,2.8,9,2,0,0,0.7,551.85,Medium,-1.0,4.9,0,0,0
120893,Female,32,East,4G,Postpaid,2 Year,Postpaid Gold,44,841.81,38818.61,16.11,885.0,27.0,67.99,0,0,2,0.006167343049043055,32.12963270242486,0,0,2,0.0,11,1,1,1,5.8,843.36,High,27.0,4.6,0,0,0
120894,Female,70,West,4G,Prepaid,No Contract,Prepaid Mini,33,260.16,7985.88,24.0,516.0,73.0,56.15,0,0,1,0.03150773001546668,14.758933184209706,0,1,2,0.0,9,3,0,1,4.7,261.86,Low,3.0,4.0,0,0,1
120895,Female,65,Metro,4G,Prepaid,No Contract,Prepaid Mini,37,219.4,8430.68,31.81,602.0,22.0,47.86,0,0,3,0.020354597721542925,15.704002855396068,0,0,1,0.0,7,2,0,1,5.2,220.69,Low,24.0,2.4,0,0,0
120896,Female,36,East,4G,Prepaid,No Contract,Prepaid Mini,51,173.61,9076.05,36.44,878.0,103.0,125.95,0,1,0,0.02242609608177251,12.619260681600482,0,1,0,0.0,6,3,0,0,0.2,176.08,Low,-21.0,5.0,0,0,1
120897,Female,39,Metro,4G,Prepaid,No Contract,Prepaid Regular,78,328.14,23667.46,23.48,411.0,20.0,36.96,1,1,1,0.03869275096145128,22.342526990915275,0,0,0,0.0,7,2,0,0,0.6,328.61,Low,35.0,4.9,0,0,0
120898,Female,60,South,Fiber Home Broadband,Postpaid,Month-to-Month,Postpaid Gold,77,923.55,63210.63,38.65,609.0,25.0,102.83,0,0,2,0.01933367345293392,18.624128896200737,0,0,0,0.0,5,2,0,1,2.4,924.89,High,66.0,3.5,0,1,0
120899,Male,56,South,4G,Prepaid,No Contract,Prepaid Unlimited,40,614.48,21946.79,11.69,692.0,68.0,52.43,0,1,1,0.010181812806417265,25.473907087974304,0,0,2,0.0,9,2,0,0,0.0,615.79,Medium,-33.0,3.1,0,1,0
120900,Female,68,North,4G,Postpaid,Month-to-Month,Postpaid Silver,35,515.07,18879.25,38.08,549.0,74.0,69.46,0,1,0,0.0,10.280095895819267,0,0,0,0.0,7,5,1,1,3.1,517.05,Medium,-9.0,4.4,0,0,1
120901,Female,59,North,4G,Prepaid,No Contract,Prepaid Regular,92,297.72,28851.74,25.9,899.0,43.0,43.22,0,0,3,0.0,16.588733344386405,1,1,2,7.5,5,1,0,1,2.3,298.19,Low,7.0,4.1,0,0,1
120902,Male,57,Metro,4G,Prepaid,No Contract,Prepaid Regular,92,325.53,30383.42,24.68,372.0,75.0,76.75,0,0,2,0.04007769616808139,13.515907095624272,0,0,1,0.0,4,3,1,0,0.1,326.36,Low,-11.0,3.6,0,0,0
120903,Female,62,North,4G,Prepaid,No Contract,Prepaid Unlimited,83,722.22,60672.44,19.65,379.0,9.0,73.37,0,0,2,0.0,21.163837711955768,1,1,4,2.4,10,1,1,0,0.1,723.1,Medium,44.0,4.6,0,0,0
120904,Male,68,West,4G,Prepaid,No Contract,Prepaid Mini,82,221.89,15039.38,13.51,1029.0,19.0,109.55,0,0,1,0.0,25.15186267600957,0,0,0,0.0,6,5,0,0,0.6,223.23,Low,16.0,4.8,0,0,0
120905,Male,39,North,4G,Prepaid,No Contract,Prepaid Regular,29,382.97,11232.92,11.05,608.0,70.0,76.12,1,0,1,0.023711467846328257,26.163109879782645,1,1,1,2.6,8,1,1,0,0.4,385.59,Low,29.0,3.1,1,0,1
120906,Female,32,East,4G,Prepaid,No Contract,Prepaid Unlimited,80,558.58,45877.36,26.08,695.0,67.0,9.07,0,0,3,0.04894108244615912,13.962668721167695,0,0,1,0.0,7,4,0,0,0.4,558.69,Medium,10.0,4.5,0,0,0
120907,Female,69,North,4G,Prepaid,No Contract,Prepaid Regular,39,312.58,9905.39,23.89,268.0,52.0,32.34,1,0,2,0.009969487501819927,15.734460867484428,0,0,2,0.0,11,2,0,1,3.7,313.41,Low,23.0,3.7,0,0,1
